libwpg 0.3.3-2
libwps 0.4.12-1
libx11 1.7.0-3
libx86emu 3.1-1
libxau 1.0.9-3
libxaw 1.0.13-3
libxcb 1.14-1
libxcomposite 0.4.5-3
libxcrypt 4.4.17-1
libxcursor 1.2.0-2
libxdamage 1.1.5-3
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfixes 5.0.3-4
libxfont2 2.0.4-3
libxft 2.3.3-2
libxi 1.7.10-3
libxinerama 1.1.4-3
libxkbcommon 1.0.3-1
libxkbcommon-x11 1.0.3-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml 1.8.17-1
libxml2 2.9.10-8
libxmlb 0.2.1-1
libxmu 1.1.3-2
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.0-2
libxshmfence 1.3-2
libxslt 1.1.34-5
libxss 1.2.3-3
libxt 1.2.0-2
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libyuv r2212+dfaf7534-2
libzip 1.7.3-1
libzmf 0.0.2-9
licenses 20200427-1
lilv 0.24.12-1
linux-api-headers 5.8-1
linux-firmware 20210109.r1812.d528862-1
linux-latest-headers 5.10-1
linux-rt-manjaro 5.9-1
linux-rt-manjaro-virtualbox-host-modules 5.9-1
linux510 5.10.7-3
linux510-headers 5.10.7-3
linux54 5.4.89-1
linux59-rt 5.9.1_rt19-1
linux59-rt-virtualbox-host-modules 6.1.16-3
lirc 1:0.10.1-8
lld 11.0.1-1
llvm 11.0.1-1
llvm-libs 11.0.1-1
lm_sensors 3.6.0-2
lmdb 0.9.27-1
log4cplus 2.0.5-1
logrotate 3.18.0-1
lpsolve 5.5.2.5-4
lrzip 0.631-3
lsb-release 1.4-13
lshw B.02.19.2-1
lsof 4.94.0-1
lua 5.4.2-1
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
lvm2 2.02.187-3
lynx 2.8.9-3
lz4 1:1.9.3-1
lzo 2.10-3
lzop 1.04-3
m4 1.4.18-3
mailcap 2.1.49-1
make 4.3-3
man-db 2.9.3-1
man-pages 5.10-1
manjaro-alsa 20210109-1
manjaro-application-utility 1.3.3-4.1
manjaro-base-skel 20171029-3
manjaro-browser-settings 20201114-1
manjaro-documentation-en 20181009-1
manjaro-firmware 20160419-1
manjaro-hello 0.6.6-4
manjaro-hotfixes 2018.08-6
manjaro-icons 20191015-1
manjaro-kde-settings 20200804-1
manjaro-keyring 20201216-1
manjaro-printer 20200215-2
manjaro-pulse 20210109-1
manjaro-release 20.2.1-1
manjaro-settings-manager 0.5.6-11
manjaro-settings-manager-kcm 0.5.6-11
manjaro-settings-manager-knotifier 0.5.6-11
manjaro-system 20210121-1
manjaro-wallpapers-18.0 1.4-3
manjaro-zsh-config 0.20-3
marble-common 20.12.1-2
mariadb-libs 10.5.8-1
mavproxy 1.8.30-1
mbedtls 2.25.0-1
md4c 0.4.7-1
mdadm 4.1-2
med 4.1.0-3
media-player-info 24-2
memtest86+ 5.01-4
mesa 20.3.3-1
mesa-demos 8.4.0-4
mesa-vdpau 20.3.3-1
metis 5.1.0.p10-1
mhwd 0.6.5-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-7
mhwd-nvidia 460.32.03-1
mhwd-nvidia-340xx 340.108-1
mhwd-nvidia-390xx 390.141-1
milou 5.20.5-1
minidlna 1.3.0-1
miniupnpc 2.1.20191224-3
minizip 1:1.2.11-4
mjpegtools 2.1.0-5
mkinitcpio 29-1.0
mkinitcpio-busybox 1.32.1-2
mkinitcpio-openswap 0.1.0-3
mlt 6.24.0-1
mobile-broadband-provider-info 20201225-1
modemmanager 1.14.10-1
modemmanager-qt 5.78.0-1
mono 6.12.0.107-1
mpd 0.22.3-2
mpdecimal 2.5.0-1
mpfr 4.1.0-1
mpg123 1.26.3-2
mtdev 1.1.6-1
mtpfs 1.1-4
multidoge 0.1.7-1
mypaint-brushes1 1.3.1-1
nano 5.5-1
nat-git v1.1.0-1
ncurses 6.2-1
ndctl 71.1-1
neofetch 7.1.0-2
neon 0.31.2-1
nerd-fonts-noto-sans-mono 2.0.0-1
net-snmp 5.9-3
netcdf 4.7.4-1
netpbm 10.73.33-1
nettle 3.7-1
networkmanager 1.28.1dev+7+g3f5df3cdc6-1
networkmanager-openconnect 1.2.7dev+49+gc512d5a-1
networkmanager-openvpn 1.8.12-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-2
networkmanager-qt 5.78.0-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-2
nfs-utils 2.5.2-2
nfsidmap 2.5.2-2
nilfs-utils 2.2.8-2
ninja 1.10.2-1
nmap 7.91-1
node-gyp 7.1.1-1
nodejs 15.6.0-1
nordvpn-bin 3.8.9-1
noto-fonts 20201226-1
noto-fonts-cjk 20201206-1
noto-fonts-compat 20151217-1
noto-fonts-emoji 20200916-1
npm 6.14.11-1
npth 1.6-2
nspr 4.29-1
nss 3.60.1-1
nss-mdns 0.14.1-3
ntfs-3g 2017.3.23-5
ntp 4.2.8.p15-1
numlockx 1.2-5
nvidia-cg-toolkit 3.1-6
oath-toolkit 2.6.5-1
obs-studio-browser 26.1.1-2
ocl-icd 2.2.14-1
ogre-1.9 1.9.1-5
okular 20.12.1-1
onedrive-abraunegg 2.4.9-1
onefetch-git 2.8.0.r51.g0d5a9e3-1
oniguruma 6.9.6-1
openal 1.21.0-1
opencascade 7.5.0-3
opencl-mesa 20.3.3-1
opencollada 1:1.6.68-2
opencolorio 1.1.1-6
openconnect 1:8.10-1
opencore-amr 0.1.5-5
opencv 4.5.1-1
openexr 2.5.4-1
openimagedenoise 1.2.4-1
openimageio 2.2.10.0-1
openjdk-src 15.0.1.u9-1
openjpeg2 2.4.0-1
openmp 11.0.1-1
openmpi 4.0.5-2
openresolv 3.12.0-1
openshadinglanguage 1.11.10.0-3
openssh 8.4p1-2
openssl 1.1.1.i-2
openssl-1.0 1.0.2.u-1
opensubdiv 3.4.3-4
openvdb 8.0.0-1
openvpn 2.5.0-3
openxr 1.0.12-1
opera-ffmpeg-codecs 87.0.4280.141-1
opus 1.3.1-2
orc 0.4.32-1
os-prober 1.77-1
osm-gps-map 1.1.0-5
ostree 2020.8-1
oxygen 5.20.5-1
oxygen-icons 1:5.78.0-1
p11-kit 0.23.22-1
p7zip 17.03-1
pacman 5.2.2-3
pacman-mirrors 4.19.1-1
pam 1.5.0-2
pamac-cli 10.0.4-2
pamac-common 10.0.4-2
pamac-flatpak-plugin 10.0.4-2
pamac-gtk 10.0.4-2
pamac-tray-icon-plasma 0.1.2-2
pambase 20200721.1-2
pango 1:1.48.0-1
pangomm 2.42.2-1
partclone 0.3.17-1
parted 3.3-2
partimage 0.6.9-13
partitionmanager 20.12.1-1
patch 2.7.6-8
patchutils 0.4.2-1
pbzip2 1.1.13-3
pciutils 3.7.0-1
pcre 8.44-1
pcre2 10.36-1
pcsclite 1.9.0-1
pdfgrep 2.1.2-2
perl 5.32.0-3
perl-algorithm-diff 1.1903-6
perl-alien-build 2.38-1
perl-alien-libxml2 0.17-1
perl-autovivification 0.18-6
perl-b-hooks-endofscope 0.24-3
perl-business-isbn 3.004-7
perl-business-isbn-data 20140910.003-7
perl-business-ismn 1.201-4
perl-business-issn 1.003-4
perl-capture-tiny 0.48-4
perl-class-accessor 0.51-2
perl-class-data-inheritable 0.08-9
perl-class-factory-util 1.7-10
perl-class-inspector 1.36-3
perl-class-load 0.25-2
perl-class-method-modifiers 2.12-6
perl-class-singleton 1.5-4
perl-clone 0.45-2
perl-data-compare 1.25-8
perl-data-dump 1.23-6
perl-data-optlist 0.110-6
perl-data-uniqid 0.12-8
perl-datetime 1.53-1
perl-datetime-calendar-julian 0.04-6
perl-datetime-format-builder 0.8100-7
perl-datetime-format-strptime 1.75-4
perl-datetime-locale 1.22-2
perl-datetime-timezone 2.44-1
perl-dbi 1.643-2
perl-devel-globaldestruction 0.14-6
perl-devel-stacktrace 2.03-4
perl-dist-checkconflicts 0.11-6
perl-encode-locale 1.05-7
perl-error 0.17029-2
perl-eval-closure 0.14-6
perl-exception-class 1.44-4
perl-exporter-tiny 1.002002-2
perl-ffi-checklib 0.27-2
perl-file-basedir 0.08-5
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-7
perl-file-find-rule 0.34-7
perl-file-listing 6.14-1
perl-file-mimeinfo 0.30-1
perl-file-sharedir 1.116-4
perl-file-sharedir-install 0.13-4
perl-file-slurp-tiny 0.004-6
perl-file-slurper 0.012-4
perl-file-which 1.23-4
perl-html-parser 3.75-1
perl-html-tagset 3.20-10
perl-http-cookies 6.10-1
perl-http-daemon 6.06-2
perl-http-date 6.05-3
perl-http-message 6.27-1
perl-http-negotiate 6.01-8
perl-import-into 1.002005-6
perl-inc-latest 0.500-7
perl-io-html 1.004-1
perl-io-socket-ssl 2.067-2
perl-io-string 1.08-12
perl-ipc-run3 0.048-8
perl-ipc-system-simple 1.30-2
perl-libwww 6.52-1
perl-lingua-translit 0.28-5
perl-list-allutils 0.16-2
perl-list-moreutils 0.430-1
perl-list-moreutils-xs 0.430-1
perl-list-someutils 0.56-4
perl-list-utilsby 0.11-4
perl-log-log4perl 1.53-1
perl-lwp-mediatypes 6.02-8
perl-lwp-protocol-https 6.10-1
perl-mailtools 2.21-4
perl-math-round 0.07-4
perl-mime-charset 1.012.2-7
perl-module-build 0.4231-3
perl-module-implementation 0.09-6
perl-module-runtime 0.016-2
perl-moo 2.003006-2
perl-mozilla-ca 20200520-3
perl-mro-compat 0.13-5
perl-namespace-autoclean 0.29-2
perl-namespace-clean 0.27-6
perl-net-http 6.20-1
perl-net-ssleay 1.88-2
perl-number-compare 0.03-10
perl-package-deprecationmanager 0.17-6
perl-package-stash 0.39-1
perl-package-stash-xs 0.29-4
perl-parallel-forkmanager 2.02-2
perl-params-util 1.102-1
perl-params-validate 1.29-5
perl-params-validationcompiler 0.30-3
perl-parse-recdescent 1.967015-2
perl-parse-yapp 1.21-3
perl-path-tiny 0.114-1
perl-perlio-utf8-strict 0.007-6
perl-regexp-common 2017060201-3
perl-role-tiny 2.001004-2
perl-sort-key 1.33-9
perl-specio 0.43-2
perl-sub-exporter 0.987-6
perl-sub-exporter-progressive 0.001013-6
perl-sub-identify 0.14-8
perl-sub-install 0.928-6
perl-sub-name 0.26-2
perl-sub-quote 2.006003-3
perl-test-fatal 0.016-1
perl-text-bibtex 0.85-6
perl-text-csv 1.97-4
perl-text-glob 0.11-7
perl-text-roman 3.5-7
perl-tie-cycle 1.225-5
perl-timedate 2.33-2
perl-try-tiny 0.30-5
perl-unicode-linebreak 2019.001-3
perl-uri 5.05-1
perl-variable-magic 0.62-5
perl-www-robotrules 6.02-8
perl-xml-libxml 2.0206-1
perl-xml-libxml-simple 0.99-4
perl-xml-libxslt 1.99-2
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-2
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-6
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
php 7.4.14-1
pigz 2.4-2
pinentry 1.1.0-5
pipewire 0.3.19-1
pixman 0.40.0-1
pixz 1.0.7-2
pkcs11-helper 1.27.0-1
pkgconf 1.7.3-1
pkgfile 21-2
plasma-desktop 5.20.5-2
plasma-framework 5.78.0-1
plasma-integration 5.20.5-1
plasma-nm 5.20.5-1
plasma-pa 5.20.5-1
plasma-simplemenu 1.0.12-1
plasma-workspace 5.20.5-2
plasma-workspace-wallpapers 5.20.5-1
plasma5-applets-redshift-control-git 1:r40.8b889f4-1
plasma5-applets-virtual-desktop-bar-git r515.453e293-1
plasma5-themes-breath2 1.0.10-2
plex-media-server 1.21.1.3830-1
polkit 0.118-1
polkit-kde-agent 5.20.5-1
polkit-qt5 0.113.0-2
poppler 21.01.0-1
poppler-data 0.4.10-1
poppler-glib 21.01.0-1
poppler-qt5 21.01.0-1
popt 1.18-1
portaudio 1:19.6.0-7
postgresql-libs 13.1-3
postman-bin 7.36.1-1
potrace 1.16-2
powerdevil 5.20.5-1
powertop 2.13-1
ppp 2.4.7-7
pptpclient 1.10.0-2
print-manager 20.12.1-1
prismatik-psieg-git 5.11.2.23.r32.ged3f59e0-1
prison 5.78.0-1
procps-ng 3.3.16-2
progsreiserfs 0.3.0.5-10
protobuf 3.12.4-3
protobuf-c 1.3.3-2
psmisc 23.3-4
ptex 2.3.2-2
pugixml 1.11.4-1
pulseaudio 14.2-1
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 14.2-1
pulseaudio-ctl 1.67-1
pulseaudio-equalizer 14.2-1
pulseaudio-equalizer-ladspa 3.0.2-4
pulseaudio-jack 14.2-1
pulseaudio-lirc 14.2-1
pulseaudio-qt 1.2-2
pulseaudio-rtp 14.2-1
pulseaudio-zeroconf 14.2-1
purpose 5.78.0-1
pybind11 2.6.1-1
pyinstaller 4.1-1
pyinstaller-hooks-contrib 2020.11-1
pyside2 5.15.2-2
pyside2-tools 5.15.2-1
python 3.9.1-1
python-altgraph 0.17-1
python-appdirs 1.4.4-3
python-asn1crypto 1.4.0-3
python-attrs 20.3.0-3
python-automat 20.2.0-5
python-beautifulsoup4 4.9.3-3
python-bitstring 3.1.7-3
python-bleach 3.2.1-3
python-cachecontrol 0.12.6-3
python-cairo 1.20.0-3
python-cffi 1.14.4-1
python-chardet 3.0.4-7
python-click 7.1.2-3
python-click-default-group 1.2.2-3
python-colorama 0.4.4-3
python-constantly 15.1.0-8
python-contextlib2 0.6.0.post1-3
python-cryptography 3.3.1-1
python-cycler 0.10.0-8
python-dateutil 2.8.1-5
python-dbus 1.2.16-3
python-dbus-common 1.2.16-3
python-distlib 0.3.1-2
python-distro 1.5.0-3
python-docopt 0.6.2-9
python-docutils 0.16-4
python-ecdsa 0.16.1-1
python-entrypoints 0.3-5
python-future 0.18.2-5
python-gobject 3.38.0-3
python-html5lib 1.1-5
python-hyperlink 20.0.1-3
python-idna 2.10-3
python-incremental 17.5.0-6
python-jeepney 0.6.0-4
python-jinja 2.11.2-4
python-keyring 21.8.0-1
python-keyutils 0.6-6
python-kiwisolver 1.3.1-3
python-lxml 4.6.2-1
python-markupsafe 1.1.1-6
python-matplotlib 3.3.3-2
python-msgpack 1.0.2-2
python-npyscreen 4.10.5-5
python-numpy 1.19.5-1
python-ordered-set 4.0.2-3
python-packaging 20.8-2
python-pep517 0.9.1-3
python-pillow 8.1.0-1
python-pip 20.2.4-1
python-pivy 0.6.5-3
python-pkginfo 1.6.1-3
python-ply 3.11-7
python-progress 1.5-5
python-psutil 5.8.0-1
python-pyaes 1.6.1-7
python-pycparser 2.20-3
python-pycups 2.0.1-3
python-pycurl 7.43.0.6-4
python-pygments 2.7.4-1
python-pyhamcrest 1.9.0-7
python-pyinotify 0.9.6-9
python-pymavlink 2.4.14-1
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.2-3
python-pyqt5-sip 12.8.1-3
python-pyserial 3.5-1
python-pysmbc 1.0.23-2
python-pyxdg 0.26-8
python-readme-renderer 28.0-3
python-reedsolo 1.5.4-1
python-reportlab 3.5.59-1
python-requests 2.25.1-1
python-requests-toolbelt 0.9.1-5
python-resolvelib 0.5.4-1
python-retrying 1.3.3-9
python-rfc3986 1.4.0-3
python-secretstorage 3.3.0-1
python-setuptools 1:51.1.2-1
python-shiboken2 5.15.2-4
python-sip4 4.19.24-1
python-six 1.15.0-3
python-soupsieve 2.1.0-1
python-systemd 234-7
python-toml 0.10.2-3
python-tqdm 4.56.0-1
python-twisted 20.3.0-3
python-urllib3 1.26.1-1
python-webencodings 0.5.1-6
python-wheel 0.36.2-1
python-wxpython 4.0.7.2-5
python-yaml 5.3.1-4
python-zope-interface 5.2.0-3
python2 2.7.18-2
python2-appdirs 1.4.4-3
python2-dbus 1.2.16-3
python2-ordered-set 3.1.1-3
python2-packaging 20.8-2
python2-pyparsing 2.4.7-3
python2-setuptools 2:44.1.1-1
python2-six 1.15.0-3
python38 3.8.7-1
qbittorrent 4.3.1-1
qca 2.3.1-4
qgpgme 1.15.1-1
qhull 2020.2-4
qpdf 10.1.0-1
qqc2-desktop-style 5.78.0-1
qrencode 4.1.1-1
qt5-base 5.15.2-2
qt5-charts 5.15.2-1
qt5-declarative 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-imageformats 5.15.2-1
qt5-location 5.15.2-2
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-script 5.15.2-1
qt5-sensors 5.15.2-1
qt5-serialport 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2-1
qt5-tools 5.15.2-2
qt5-virtualkeyboard 5.15.2-1
qt5-wayland 5.15.2-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.2-3
qt5-webkit 5.212.0alpha4-9
qt5-websockets 5.15.2-1
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
qt5gtk2 0.4-4
qtav 1.13.0-1
qwt 6.1.6-1
raptor 2.0.15-15
rasqal 1:0.9.33-4
rav1e 0.4.0-1
rclone 1.53.3-1
rdesktop 1.9.0-2
re2 1:20201101-1
readline 8.1.0-2
redland 1:1.0.17-8
redshift 1.12-4
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.1-1
ripgrep 12.1.1-1
rpcbind 1.2.5-3
rpcsvc-proto 1.4.2-1
rsync 3.2.3-3
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rttr 0.9.6-3
ruby 2.7.2-1
ruby-hpricot 0.8.6-9
ruby-irb 1.3.0-1
ruby-mustache 1.1.1-1
ruby-rdiscount 2.2.0.2-1
ruby-reline 0.2.0-1
ruby-ronn 0.7.3-9
rubygems 3.1.4-1
run-parts 4.8.6.1-2
runc 1.0.0rc92-1
rust 1:1.49.0-1
s-nail 14.9.20-1
samba 4.13.3-2
sane 1.0.31-3
sbc 1.5-1
screen 4.8.0-2
screenfetch 3.9.1-1
sddm 0.19.0-3
sddm-breath2-theme 1.0.10-2
sddm-kcm 5.20.5-1
sdformat 9.3.0-1
sdl 1.2.15-14
sdl2 2.0.14-1
sed 4.8-1
semver 7.3.4-1
serd 0.30.8-1
serf 1.3.9-5
shaderc 2020.3-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
shellcheck 0.7.1-251
signal-desktop 1.39.5-1
signon-kwallet-extension 20.12.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
skanlite 2.2.0-1
slang 2.3.2-2
smartmontools 7.2-1
smbclient 4.13.3-2
snapd-glib 1.54-1
snappy 1.1.8-2
socat 1.7.3.4-2
sof-firmware 1.6.1-1
solid 5.78.0-1
sonnet 5.78.0-1
soqt 1.6.0-2
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.2-1
source-highlight 3.1.9-4
spandsp 0.0.6-3
spectacle 20.12.1-1
spectre-meltdown-checker 0.43-1
speech-dispatcher 0.10.2-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2020.4-1
splix 2.0.0-15
spotify 1:1.1.42.622-2
sqlite 3.34.0-1
sqlitebrowser 3.12.0-1
squashfs-tools 4.4-2
squashfuse 0.1.103-3
sratom 0.6.8-1
srt 1.4.2-1
sshfs 3.7.1-1
startup-notification 0.12-7
steam-manjaro 1.0.0.68-1
stoken 0.92-4
subversion 1.14.0-4
sudo 1.9.4.p2-2
suitesparse 5.8.1-1
svt-av1 0.8.6-1
svt-hevc 1.5.0-1
swh-plugins 0.4.17-4
swig-git rel.4.0.2.r18.gd967e4c8b-1
syntax-highlighting 5.78.0-1
sysfsutils 2.1.0-11
system-config-printer 1.5.15-1
systemd 247.2-1
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 247.2-1
systemd-sysvcompat 247.2-1
systemsettings 5.20.5-1
t1lib 5.1.2-8
taglib 1.11.1-4
talloc 2.3.1-5
tar 1.32-3
tbb 2020.3-1
tcl 8.6.11-1
tcpdump 4.99.0-1
tdb 1.4.3-4
teams 1.3.00.30857-1
teamspeak3 3.5.6-1
telegram-desktop 2.5.5.r1.ga483eb98a-1
terminus-font 4.49.1-1
tevent 1:0.10.2-3
texinfo 6.7-3
texlive-bibtexextra 2020.56991-1
texlive-bin 2020.54586-9
texlive-core 2020.57066-1
texlive-fontsextra 2020.57042-1
texlive-latexextra 2020.57067-1
texlive-science 2020.57068-1
texturepacker 5.4.0-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.78.0-1
thunderbird 78.6.1-1
timeshift 20.11.1.r3.g08d0e59-2
tinyxml 2.6.2-7
tinyxml2 7.1.0-1
tk 8.6.11.1-1
tlp 1.3.1-2
tmux 3.1_c-1
towncrier 19.9.0rc1-3
tpm2-tss 3.0.3-1
tracker3 3.0.3-1
transcode 1.1.7-35
tree 1.8.0-2
tslib 1.22-1
ttf-bitstream-vera 1.10-14
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-droid 20121017-8
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-2
ttf-indic-otf 0.2-11
ttf-liberation 2.1.2-1
twine 3.3.0-1
twolame 0.4.0-2
tzdata 2020f-1
uchardet 0.0.7-1
udiskie 2.2.0-3
udisks2 2.9.1-1
unarchiver 1.10.7-2
unzip 6.0-14
upower 0.99.11-3
urdfdom 1.0.4-4
urdfdom-headers 1.0.5-1
usb_modeswitch 2.6.1-1
usbmuxd 1.1.1-1
usbutils 013-1
util-linux 2.36.1-4
util-linux-libs 2.36.1-4
v4l-utils 1.20.0-1
v86d 0.1.10-5.1
vagrant 2.2.14-1
valgrind 3.16.1-1
vcdimager 2.0.1-4
vi 1:070224-4
vid.stab 1.1-3
vim 8.2.2347-1
vim-runtime 8.2.2347-1
virtualbox 6.1.16-4
virtualbox-guest-iso 6.1.16-1
virtualbox-host-dkms 6.1.16-4
visual-studio-code-bin 1.52.1-1
vlc 3.0.11.1-6
vmaf 1.5.3-1
volume_key 0.3.12-5
vpnc 1:0.5.3.r468.r81-2
vte-common 0.62.2-1
vte3 0.62.2-1
vtk 8.2.0-17
vulkan-headers 1:1.2.166-1
vulkan-icd-loader 1.2.166-1
vulkan-intel 20.3.3-1
vulkan-radeon 20.3.3-1
vulkan-tools 1.2.162-1
wallpapers-2018 1.2-1
wallpapers-juhraya 1.1-2
wavpack 5.3.0-2
wayland 1.18.0-2
wayland-protocols 1.20-1
web-installer-url-handler 1.0.2-1
webkit2gtk 2.30.4-3
webrtc-audio-processing 0.3.1-2
wget 1.21.1-1
which 2.21-5
whois 5.5.7-1
wildmidi 0.4.3-3
wireless-regdb 2020.04.29-1
woeusb 3.3.1-2
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.8.0-1
wxgtk-common 3.0.5.1-2
wxgtk2 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xapian-core 1:1.4.17-2
xapp 2.0.6-1
xboxdrv 0.8.8-5
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xclip 0.13-3
xdg-dbus-proxy 0.1.2-2
xdg-desktop-portal 1.8.0-1
xdg-desktop-portal-kde 5.20.5-1
xdg-su 1.2.3-2
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xerces-c 3.2.3-2
xf86-input-elographics 1.4.2-2
xf86-input-evdev 2.10.6-2
xf86-input-libinput 0.30.0-1
xf86-input-void 1.4.1-5
xf86-video-amdgpu 19.1.0-2
xf86-video-ati 1:19.1.0-2
xf86-video-intel 1:2.99.917+916+g31486f40-1
xf86-video-nouveau 1.0.16-2
xfsprogs 5.8.0-2
xkeyboard-config 2.31-1
xmlsec 1.2.31-1
xmlto 0.0.28-4
xorg-fonts-encodings 1.0.5-2
xorg-server 1.20.10-3
xorg-server-common 1.20.10-3
xorg-server-xvfb 1.20.10-3
xorg-setxkbmap 1.3.2-2
xorg-twm 1.0.11-1
xorg-xauth 1.1-2
xorg-xdpyinfo 1.3.2-4
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.4-1
xorg-xkill 1.0.5-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorgproto 2020.1-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-1
yajl 2.1.0-4
yaml-cpp 0.6.3-2
yay 10.1.2-1
zbar 0.23.1-5
zenity 3.32.0+55+gd7bedff-1
zeromq 4.3.3-2
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zoom 5.4.57862.0110-1
zsh 5.8-1
zsh-autosuggestions 0.6.4-1
zsh-completions 0.32.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.14.5-1
zstd 1.4.5-1
zvbi 0.2.35-4
zxing-cpp 1.1.1-1
zziplib 0.13.72-1
